Id,Identifies the type of dwelling involved in the sale.,Identifies the general zoning classification of the sale.,Linear feet of street connected to property,Lot size in square feet,Type of road access to property,Type of alley access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on house,Exterior covering on house (if more than one material),Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluates the general condition of the basement,Refers to walkout or garden level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area (if multiple types),Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet (all floors),Above grade (ground) living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,BedroomAbvGr,KitchenAbvGr,Kitchen quality,Total rooms above grade (does not include bathrooms),Home functionality (Assume typical unless deductions are warranted),Number of fireplaces,Fireplace quality,Garage location,Year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three season porch area in square feet,Screen porch area in square feet,Pool area in square feet,Pool quality,Fence quality,Miscellaneous feature not covered in other categories,$Value of miscellaneous feature,Month Sold (MM),Year Sold (YYYY),Type of sale,Condition of sale,SalePrice
252,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,44.0,4750,Paved,,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Crawford,Normal,Normal,Townhouse End Unit,One story,Very Good,Average,2006,2007,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,481.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1573,Unfinshed,0,0,1573,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1625,0,0,1625,1,1,2,0,2,1,Good,5,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2006.0,Finished,2,538,Typical/Average,Typical/Average,Paved,123,0,0,0,153,0,,,,0,12,2007,Warranty Deed - Conventional,Sale between family members,235000
70,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,81.0,15593,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,Good,Below Average,1953,1953,Gable,Standard (Composite) Shingle,Brick Face,Asbestos Shingles,None,0.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,603,Unfinshed,0,701,1304,Gas hot water or steam heat,Average/Typical,Yes,Standard Circuit Breakers & Romex,1304,983,0,2287,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1953.0,Finished,2,667,Typical/Average,Typical/Average,Paved,0,21,114,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,225000
804,2-STORY 1946 & NEWER,Residential Low Density,107.0,13891,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,Excellent,Average,2008,2009,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,424.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Unfinshed,0,Unfinshed,0,1734,1734,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734,1088,0,2822,0,0,3,1,4,1,Excellent,12,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2009.0,Rough Finished,3,1020,Typical/Average,Typical/Average,Paved,52,170,0,0,192,0,,,,0,1,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),582933
132,2-STORY 1946 & NEWER,Residential Low Density,,12224,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,Above Average,Average,2000,2000,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,40.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,695,Unfinshed,0,297,992,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1022,1032,0,2054,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Built-In (Garage part of house - typically has room above garage),2000.0,Rough Finished,2,390,Typical/Average,Typical/Average,Paved,24,48,0,0,0,0,,,,0,7,2009,Warranty Deed - Conventional,Normal Sale,244000
301,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,90.0,15750,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Crawford,Normal,Normal,2fmCon,One story,Average,Average,1953,1953,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,56.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,841,Unfinshed,0,324,1165,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1336,0,0,1336,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1953.0,Unfinished,1,375,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,157000
979,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,68.0,9450,Paved,,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Edwards,Normal,Normal,Single-family Detached,One story,Below Average,Average,1954,1954,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Low Quality,552,Unfinshed,0,342,894,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,894,0,0,894,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Detached from home,1999.0,Unfinished,2,400,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",110000
327,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,32.0,10846,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Veenker,Normal,Normal,Townhouse End Unit,One story,Very Good,Average,1993,1993,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1619,Unfinshed,0,100,1719,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1719,0,0,1719,2,0,1,1,1,1,Good,6,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1993.0,Finished,2,473,Typical/Average,Typical/Average,Paved,122,30,0,0,0,0,,,,0,5,2008,Contract 15% Down payment regular terms,Normal Sale,324000
1427,2-STORY 1946 & NEWER,Residential Low Density,81.0,10944,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two story,Good,Average,1994,1994,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,448.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1000,Unfinshed,0,223,1223,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1223,904,0,2127,1,0,2,1,3,1,Good,5,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1994.0,Rough Finished,2,525,Typical/Average,Typical/Average,Paved,171,132,0,0,0,0,,,,0,8,2008,Warranty Deed - Conventional,Normal Sale,271000
1084,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,8800,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Above Average,Above Average,1964,1964,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,425.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,553,Unfinshed,0,698,1251,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1251,0,0,1251,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1964.0,Rough Finished,1,461,Typical/Average,Typical/Average,Paved,0,116,0,0,0,0,,Minimum Privacy,Shed (over 100 SF),700,3,2006,Warranty Deed - Conventional,Normal Sale,160000
500,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7535,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Good,1958,1985,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,111,Low Quality,279,522,912,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,912,0,0,912,0,1,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Attached to home,1958.0,Finished,1,297,Typical/Average,Typical/Average,Paved,12,285,0,0,0,0,,Minimum Wood/Wire,Shed (over 100 SF),480,6,2007,Warranty Deed - Conventional,Normal Sale,120000
969,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,50.0,5925,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,Fair,Above Average,1910,1950,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,600,600,Gravity furnace,Fair,No,Standard Circuit Breakers & Romex,600,368,0,968,0,0,1,0,2,1,Typical/Average,6,Typical Functionality,0,,,,,0,0,,,Paved,0,0,0,0,0,0,,Good Wood,,0,5,2009,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",37900
833,2-STORY 1946 & NEWER,Residential Low Density,44.0,9548,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,Good,Above Average,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,223.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,483,Unfinshed,0,458,941,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,941,888,0,1829,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,2003.0,Rough Finished,2,613,Typical/Average,Typical/Average,Paved,192,39,0,0,0,0,,,,0,1,2010,Warranty Deed - Conventional,Normal Sale,237000
365,2-STORY 1946 & NEWER,Residential Low Density,,18800,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Two story,Above Average,Average,1976,1976,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,120.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,712,Unfinshed,0,84,796,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,790,784,0,1574,1,0,2,1,3,1,Typical/Average,6,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1976.0,Finished,2,566,Typical/Average,Typical/Average,Paved,306,111,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,190000
496,1-STORY 1945 & OLDER,C (all),60.0,7879,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,Below Average,Average,1920,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,495,Unfinshed,0,225,720,Gas forced warm air furnace,Average/Typical,No,Fuse Box over 60 AMP and all Romex wiring (Average),720,0,0,720,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,523,115,0,0,0,,Good Wood,,0,11,2009,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",34900
1360,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,129.0,16737,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 3 sides of property,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Excellent,Average,2004,2005,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,66.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,1447,Unfinshed,0,533,1980,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1980,0,0,1980,1,0,2,0,3,1,Excellent,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2004.0,Finished,3,770,Typical/Average,Typical/Average,Paved,194,45,0,0,0,0,,,,0,9,2006,Warranty Deed - Conventional,Normal Sale,315000
339,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,91.0,14145,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,One story,Good,Good,1984,1998,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Average Living Quarters,213,Unfinshed,0,995,1208,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1621,0,0,1621,1,0,2,0,3,1,Good,8,Typical Functionality,0,,Attached to home,1984.0,Rough Finished,2,440,Typical/Average,Typical/Average,Paved,108,45,0,0,0,0,,,Shed (over 100 SF),400,5,2006,Warranty Deed - Conventional,Normal Sale,202500
422,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,16635,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,One story,Above Average,Good,1977,2000,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,Stone,126.0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,1246,Unfinshed,0,356,1602,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1602,0,0,1602,0,1,2,0,3,1,Good,8,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1977.0,Finished,2,529,Typical/Average,Typical/Average,Paved,240,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,215000
165,1-STORY W/FINISHED ATTIC ALL AGES,Residential Medium Density,40.0,5400,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,Above Average,Good,1926,2004,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Good,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Low Quality,370,Unfinshed,0,779,1149,Gas forced warm air furnace,Good,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1149,467,0,1616,0,0,2,0,3,1,Good,5,Typical Functionality,0,,Detached from home,1926.0,Unfinished,1,216,Typical/Average,Typical/Average,Paved,0,0,183,0,0,0,,,,0,10,2007,Warranty Deed - Conventional,Normal Sale,152000
29,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,47.0,16321,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Above Average,1957,1997,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Below Average Living Quarters,1277,Unfinshed,0,207,1484,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1600,0,0,1600,1,0,1,0,2,1,Typical/Average,6,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,1957.0,Rough Finished,1,319,Typical/Average,Typical/Average,Paved,288,258,0,0,0,0,,,,0,12,2006,Warranty Deed - Conventional,Normal Sale,207500
517,SPLIT OR MULTI-LEVEL,Residential Low Density,,10448,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,Split Level,Above Average,Above Average,1972,1972,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,333.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,689,689,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1378,741,0,2119,0,0,2,1,3,1,Typical/Average,7,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1972.0,Rough Finished,2,583,Typical/Average,Typical/Average,Paved,0,104,0,0,0,0,,Good Privacy,,0,8,2009,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",158000
194,2-STORY PUD - 1946 & NEWER,Residential Medium Density,24.0,2522,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Twnhs,Two story,Good,Average,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,50.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,970,970,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,970,739,0,1709,0,0,2,0,3,1,Good,7,Major Deductions 1,0,,Detached from home,2004.0,Unfinished,2,380,Typical/Average,Typical/Average,Paved,0,40,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,130000
1251,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,93.0,11160,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Good,Average,1968,1968,Hip,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,1065,Unfinshed,0,1045,2110,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2110,0,0,2110,1,0,2,1,3,1,Excellent,8,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1968.0,Finished,2,522,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,4,2010,Warranty Deed - Conventional,Normal Sale,244000
1327,1-STORY 1945 & OLDER,Residential High Density,70.0,4270,Paved,,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Edwards,Normal,Normal,Single-family Detached,One story,Fair,Above Average,1931,2006,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,544,Unfinshed,0,0,544,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,774,0,0,774,0,0,1,0,3,1,Good,6,Typical Functionality,0,,,,,0,0,,,Paved,0,0,286,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,79000
1326,1-STORY 1945 & OLDER,Residential Medium Density,40.0,3636,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,Below Average,Below Average,1922,1950,Gable,Standard (Composite) Shingle,Asbestos Shingles,Asbestos Shingles,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Fair - dampness or some cracking or settling,No Exposure,Unfinshed,0,Unfinshed,0,796,796,Gas forced warm air furnace,Fair,No,Standard Circuit Breakers & Romex,796,0,0,796,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,0,100,0,0,0,,Minimum Privacy,,0,1,2008,Warranty Deed - Conventional,Normal Sale,55000
